Individual statistics:

Slow64-avx2                   :   3 (+  0,=  3,-  0), 50.0 %
Nemorino_6.00_win64_avx2      :   3 (+  0,=  3,-  0), 50.0 %
Weiss-pext                    :   3 (+  2,=  1,-  0), 83.3 %
Ethereal-avx2                 :   4 (+  1,=  1,-  2), 37.5 %
FatFritz2                     :   3 (+  0,=  2,-  1), 33.3 %
Fire_8.11_x64_popc            :   4 (+  0,=  3,-  1), 37.5 %
Koivisto_7.0-x64-windows-avx2 :   3 (+  0,=  2,-  1), 33.3 %
RubiChess-2021_x86-64-bmi2    :   3 (+  1,=  1,-  1), 50.0 %
Dragon-2.6-64bit-avx2         :   3 (+  0,=  3,-  0), 50.0 %
Houdini 6.03 Pro x64_pext     :   2 (+  2,=  0,-  0), 100.0 %
LeelaCUDNN                    :   3 (+  1,=  2,-  0), 66.7 %
RofChade_bmi2                 :   3 (+  1,=  1,-  1), 50.0 %
Seer_v2.4_x64_avx2_popcnt     :   3 (+  0,=  3,-  0), 50.0 %
Wasp520-windows-avx           :   3 (+  0,=  3,-  0), 50.0 %
Houdini_6.0.2_Pro_x64-pext    :   3 (+  0,=  2,-  1), 33.3 %

13 Houdini_6.0.2_Pro_x64-pext: 3281   58 (+ 15,= 27,- 16), 49.1 %

Stockfish_14.1_win_x64_avx2   :   2 (+  0,=  0,-  2),  0.0 %
Arasanx-64-avx2               :   4 (+  0,=  2,-  2), 25.0 %
Xiphos-0.6-w64-bmi2           :   3 (+  1,=  1,-  1), 50.0 %
Berserk-8.5.1-x64-avx2-pext   :   3 (+  0,=  1,-  2), 16.7 %
Booot6_popcnt                 :   3 (+  2,=  1,-  0), 83.3 %
Slow64-avx2                   :   3 (+  0,=  3,-  0), 50.0 %
Nemorino_6.00_win64_avx2      :   3 (+  1,=  2,-  0), 66.7 %
Weiss-pext                    :   3 (+  0,=  2,-  1), 33.3 %
Ethereal-avx2                 :   3 (+  2,=  1,-  0), 83.3 %
FatFritz2                     :   3 (+  0,=  1,-  2), 16.7 %
Fire_8.11_x64_popc            :   3 (+  1,=  2,-  0), 66.7 %
Koivisto_7.0-x64-windows-avx2 :   3 (+  0,=  3,-  0), 50.0 %
Igel-x64_bmi2_avx2_3_0_5      :   3 (+  1,=  2,-  0), 66.7 %
RubiChess-2021_x86-64-bmi2    :   3 (+  1,=  1,-  1), 50.0 %
Dragon-2.6-64bit-avx2         :   3 (+  0,=  1,-  2), 16.7 %
LeelaCUDNN                    :   3 (+  0,=  1,-  2), 16.7 %
RofChade_bmi2                 :   3 (+  3,=  0,-  0), 100.0 %
Seer_v2.4_x64_avx2_popcnt     :   4 (+  1,=  2,-  1), 50.0 %
Wasp520-windows-avx           :   3 (+  2,=  1,-  0), 83.3 %

14 Fire_8.11_x64_popc        : 3273   84 (+ 25,= 35,- 24), 50.6 %

Stockfish_14.1_win_x64_avx2   :   4 (+  0,=  1,-  3), 12.5 %
Deep Rybka 4 x64              :   1 (+  1,=  0,-  0), 100.0 %
Robboh6SSE4.2                 :   1 (+  1,=  0,-  0), 100.0 %
Lc0                           :   1 (+  0,=  1,-  0), 50.0 %
Critter_1.6_64bit             :   1 (+  1,=  0,-  0), 100.0 %
Arasanx-64-avx2               :   4 (+  2,=  2,-  0), 75.0 %
Xiphos-0.6-w64-bmi2           :   3 (+  0,=  2,-  1), 33.3 %
Vajolet2_2.8_bmi              :   1 (+  1,=  0,-  0), 100.0 %
Berserk-8.5.1-x64-avx2-pext   :   4 (+  0,=  3,-  1), 37.5 %
Booot6_popcnt                 :   4 (+  2,=  2,-  0), 75.0 %
SugaR AI 2.40 64              :   1 (+  0,=  0,-  1),  0.0 %
Slow64-avx2                   :   4 (+  0,=  4,-  0), 50.0 %
Counter-4.0-windows-amd64     :   1 (+  1,=  0,-  0), 100.0 %
Nemorino_6.00_win64_avx2      :   4 (+  3,=  0,-  1), 75.0 %
Dragon-64bit-avx2             :   1 (+  1,=  0,-  0), 100.0 %
ShashChess20.2-x86-64-avx2    :   1 (+  0,=  0,-  1),  0.0 %
Drofa_3.2.0_popcnt            :   1 (+  1,=  0,-  0), 100.0 %
Weiss-pext                    :   4 (+  1,=  2,-  1), 50.0 %
Ethereal-avx2                 :   4 (+  0,=  1,-  3), 12.5 %
FatFritz2                     :   4 (+  0,=  1,-  3), 12.5 %
Koivisto_7.0-x64-windows-avx2 :   4 (+  2,=  1,-  1), 62.5 %
Gull 3 x64 BMI2               :   1 (+  0,=  1,-  0), 50.0 %
Houdini 6.03 Pro x64_popc     :   1 (+  1,=  0,-  0), 100.0 %
Igel-x64_bmi2_avx2_3_0_5      :   4 (+  1,=  3,-  0), 62.5 %
RubiChess-2021_x86-64-bmi2    :   4 (+  1,=  1,-  2), 37.5 %
Dragon-2.6-64bit-avx2         :   4 (+  0,=  1,-  3), 12.5 %
Houdini 6.03 Pro x64_pext     :   2 (+  2,=  0,-  0), 100.0 %
LeelaCUDNN                    :   3 (+  1,=  1,-  1), 50.0 %
RofChade_bmi2                 :   3 (+  2,=  1,-  0), 83.3 %
Seer_v2.4_x64_avx2_popcnt     :   3 (+  0,=  3,-  0), 50.0 %
Wasp520-windows-avx           :   3 (+  0,=  2,-  1), 33.3 %
Houdini_6.0.2_Pro_x64-pext    :   3 (+  0,=  2,-  1), 33.3 %

15 Ethereal-avx2             : 3273   85 (+ 32,= 25,- 28), 52.4 %

Stockfish_14.1_win_x64_avx2   :   4 (+  0,=  1,-  3), 12.5 %
Deep Rybka 4 x64              :   1 (+  0,=  0,-  1),  0.0 %
Robboh6SSE4.2                 :   1 (+  0,=  0,-  1),  0.0 %
Lc0                           :   1 (+  0,=  0,-  1),  0.0 %
Critter_1.6_64bit             :   1 (+  1,=  0,-  0), 100.0 %
Arasanx-64-avx2               :   4 (+  2,=  1,-  1), 62.5 %
Xiphos-0.6-w64-bmi2           :   4 (+  1,=  2,-  1), 50.0 %
Vajolet2_2.8_bmi              :   1 (+  1,=  0,-  0), 100.0 %
Berserk-8.5.1-x64-avx2-pext   :   4 (+  0,=  1,-  3), 12.5 %
Booot6_popcnt                 :   4 (+  3,=  0,-  1), 75.0 %
SugaR AI 2.40 64              :   1 (+  0,=  0,-  1),  0.0 %
Slow64-avx2                   :   4 (+  0,=  2,-  2), 25.0 %
Counter-4.0-windows-amd64     :   1 (+  1,=  0,-  0), 100.0 %
Nemorino_6.00_win64_avx2      :   3 (+  1,=  0,-  2), 33.3 %
Dragon-64bit-avx2             :   1 (+  0,=  1,-  0), 50.0 %
ShashChess20.2-x86-64-avx2    :   1 (+  0,=  1,-  0), 50.0 %
Drofa_3.2.0_popcnt            :   1 (+  1,=  0,-  0), 100.0 %
RubiChess-2021_x86-64-avx2    :   1 (+  1,=  0,-  0), 100.0 %
Weiss-pext                    :   5 (+  2,=  3,-  0), 70.0 %
FatFritz2                     :   4 (+  0,=  2,-  2), 25.0 %
Fire_8.11_x64_popc            :   4 (+  3,=  1,-  0), 87.5 %
Koivisto_7.0-x64-windows-avx2 :   4 (+  1,=  2,-  1), 50.0 %
Gull 3 x64 BMI2               :   1 (+  1,=  0,-  0), 100.0 %
Houdini 6.03 Pro x64_popc     :   1 (+  1,=  0,-  0), 100.0 %
Igel-x64_bmi2_avx2_3_0_5      :   4 (+  2,=  1,-  1), 62.5 %
RubiChess-2021_x86-64-bmi2    :   4 (+  0,=  2,-  2), 25.0 %
Dragon-2.6-64bit-avx2         :   3 (+  0,=  1,-  2), 16.7 %
Houdini 6.03 Pro x64_pext     :   2 (+  2,=  0,-  0), 100.0 %
LeelaCUDNN                    :   3 (+  1,=  1,-  1), 50.0 %
RofChade_bmi2                 :   3 (+  3,=  0,-  0), 100.0 %
Seer_v2.4_x64_avx2_popcnt     :   3 (+  2,=  1,-  0), 83.3 %
Wasp520-windows-avx           :   3 (+  2,=  1,-  0), 83.3 %
Houdini_6.0.2_Pro_x64-pext    :   3 (+  0,=  1,-  2), 16.7 %

16 Nemorino_6.00_win64_avx2  : 3245   82 (+ 24,= 28,- 30), 46.3 %

Stockfish_14.1_win_x64_avx2   :   5 (+  0,=  1,-  4), 10.0 %
Deep Rybka 4 x64              :   1 (+  1,=  0,-  0), 100.0 %
Robboh6SSE4.2                 :   1 (+  1,=  0,-  0), 100.0 %
Lc0                           :   1 (+  0,=  0,-  1),  0.0 %
Critter_1.6_64bit             :   1 (+  1,=  0,-  0), 100.0 %
Arasanx-64-avx2               :   4 (+  0,=  3,-  1), 37.5 %
Xiphos-0.6-w64-bmi2           :   4 (+  2,=  1,-  1), 62.5 %
Vajolet2_2.8_bmi              :   1 (+  1,=  0,-  0), 100.0 %
Berserk-8.5.1-x64-avx2-pext   :   4 (+  1,=  2,-  1), 50.0 %
Booot6_popcnt                 :   4 (+  2,=  0,-  2), 50.0 %
SugaR AI 2.40 64              :   1 (+  0,=  0,-  1),  0.0 %
Slow64-avx2                   :   4 (+  0,=  3,-  1), 37.5 %
Counter-4.0-windows-amd64     :   1 (+  1,=  0,-  0), 100.0 %
Dragon-64bit-avx2             :   1 (+  0,=  0,-  1),  0.0 %
ShashChess20.2-x86-64-avx2    :   1 (+  0,=  0,-  1),  0.0 %
Drofa_3.2.0_popcnt            :   1 (+  0,=  1,-  0), 50.0 %
Weiss-pext                    :   4 (+  3,=  1,-  0), 87.5 %
Ethereal-avx2                 :   3 (+  2,=  0,-  1), 66.7 %
FatFritz2                     :   4 (+  0,=  1,-  3), 12.5 %
Fire_8.11_x64_popc            :   4 (+  1,=  0,-  3), 25.0 %
Koivisto_7.0-x64-windows-avx2 :   4 (+  2,=  1,-  1), 62.5 %
Gull 3 x64 BMI2               :   1 (+  0,=  0,-  1),  0.0 %
Houdini 6.03 Pro x64_popc     :   1 (+  0,=  0,-  1),  0.0 %
Igel-x64_bmi2_avx2_3_0_5      :   3 (+  0,=  3,-  0), 50.0 %
RubiChess-2021_x86-64-bmi2    :   4 (+  0,=  3,-  1), 37.5 %
Dragon-2.6-64bit-avx2         :   3 (+  0,=  0,-  3),  0.0 %
Houdini 6.03 Pro x64_pext     :   2 (+  2,=  0,-  0), 100.0 %
LeelaCUDNN                    :   3 (+  0,=  2,-  1), 33.3 %
RofChade_bmi2                 :   3 (+  0,=  3,-  0), 50.0 %
Seer_v2.4_x64_avx2_popcnt     :   3 (+  2,=  1,-  0), 83.3 %
Wasp520-windows-avx           :   2 (+  2,=  0,-  0), 100.0 %
Houdini_6.0.2_Pro_x64-pext    :   3 (+  0,=  2,-  1), 33.3 %

17 Seer_v2.4_x64_avx2_popcnt : 3229   60 (+ 11,= 30,- 19), 43.3 %

Stockfish_14.1_win_x64_avx2   :   3 (+  0,=  2,-  1), 33.3 %
Arasanx-64-avx2               :   3 (+  0,=  2,-  1), 33.3 %
Xiphos-0.6-w64-bmi2           :   3 (+  1,=  1,-  1), 50.0 %
Berserk-8.5.1-x64-avx2-pext   :   3 (+  0,=  2,-  1), 33.3 %
Booot6_popcnt                 :   4 (+  2,=  2,-  0), 75.0 %
Slow64-avx2                   :   3 (+  0,=  2,-  1), 33.3 %
Nemorino_6.00_win64_avx2      :   3 (+  0,=  1,-  2), 16.7 %
Weiss-pext                    :   3 (+  1,=  2,-  0), 66.7 %
Ethereal-avx2                 :   3 (+  0,=  1,-  2), 16.7 %
FatFritz2                     :   3 (+  0,=  1,-  2), 16.7 %
Fire_8.11_x64_popc            :   3 (+  0,=  3,-  0), 50.0 %
Koivisto_7.0-x64-windows-avx2 :   3 (+  1,=  1,-  1), 50.0 %
Igel-x64_bmi2_avx2_3_0_5      :   3 (+  0,=  3,-  0), 50.0 %
RubiChess-2021_x86-64-bmi2    :   2 (+  0,=  1,-  1), 25.0 %
Dragon-2.6-64bit-avx2         :   3 (+  0,=  0,-  3),  0.0 %
Houdini 6.03 Pro x64_pext     :   2 (+  2,=  0,-  0), 100.0 %
LeelaCUDNN                    :   3 (+  0,=  1,-  2), 16.7 %
RofChade_bmi2                 :   3 (+  1,=  2,-  0), 66.7 %
Wasp520-windows-avx           :   3 (+  2,=  1,-  0), 83.3 %
Houdini_6.0.2_Pro_x64-pext    :   4 (+  1,=  2,-  1), 50.0 %

18 Arasanx-64-avx2           : 3201   86 (+ 21,= 29,- 36), 41.3 %

Stockfish_14.1_win_x64_avx2   :   4 (+  0,=  1,-  3), 12.5 %
Deep Rybka 4 x64              :   1 (+  0,=  0,-  1),  0.0 %
Robboh6SSE4.2                 :   1 (+  0,=  0,-  1),  0.0 %
Lc0                           :   1 (+  0,=  0,-  1),  0.0 %
Critter_1.6_64bit             :   1 (+  0,=  0,-  1),  0.0 %
Xiphos-0.6-w64-bmi2           :   4 (+  2,=  2,-  0), 75.0 %
Vajolet2_2.8_bmi              :   1 (+  0,=  0,-  1),  0.0 %
Berserk-8.5.1-x64-avx2-pext   :   4 (+  0,=  2,-  2), 25.0 %
Booot6_popcnt                 :   4 (+  2,=  1,-  1), 62.5 %
SugaR AI 2.40 64              :   2 (+  0,=  1,-  1), 25.0 %
Slow64-avx2                   :   4 (+  0,=  1,-  3), 12.5 %
Counter-4.0-windows-amd64     :   1 (+  1,=  0,-  0), 100.0 %
Nemorino_6.00_win64_avx2      :   4 (+  1,=  3,-  0), 62.5 %
Dragon-64bit-avx2             :   1 (+  0,=  0,-  1),  0.0 %
ShashChess20.2-x86-64-avx2    :   1 (+  0,=  0,-  1),  0.0 %
Drofa_3.2.0_popcnt            :   1 (+  1,=  0,-  0), 100.0 %
Weiss-pext                    :   4 (+  3,=  0,-  1), 75.0 %
Ethereal-avx2                 :   4 (+  1,=  1,-  2), 37.5 %
FatFritz2                     :   4 (+  0,=  1,-  3), 12.5 %
Fire_8.11_x64_popc            :   4 (+  0,=  2,-  2), 25.0 %
Koivisto_7.0-x64-windows-avx2 :   4 (+  0,=  2,-  2), 25.0 %
Gull 3 x64 BMI2               :   1 (+  0,=  0,-  1),  0.0 %
Houdini 6.03 Pro x64_popc     :   1 (+  0,=  0,-  1),  0.0 %
Igel-x64_bmi2_avx2_3_0_5      :   3 (+  0,=  1,-  2), 16.7 %
RubiChess-2021_x86-64-bmi2    :   4 (+  0,=  3,-  1), 37.5 %
Dragon-2.6-64bit-avx2         :   3 (+  0,=  1,-  2), 16.7 %
Houdini 6.03 Pro x64_pext     :   3 (+  3,=  0,-  0), 100.0 %
LeelaCUDNN                    :   2 (+  0,=  1,-  1), 25.0 %
RofChade_bmi2                 :   3 (+  2,=  0,-  1), 66.7 %
Seer_v2.4_x64_avx2_popcnt     :   3 (+  1,=  2,-  0), 66.7 %
Wasp520-windows-avx           :   4 (+  2,=  2,-  0), 75.0 %
Houdini_6.0.2_Pro_x64-pext    :   4 (+  2,=  2,-  0), 75.0 %

19 Xiphos-0.6-w64-bmi2       : 3184   84 (+ 21,= 21,- 42), 37.5 %

Stockfish_14.1_win_x64_avx2   :   4 (+  0,=  0,-  4),  0.0 %
Deep Rybka 4 x64              :   1 (+  1,=  0,-  0), 100.0 %
Robboh6SSE4.2                 :   1 (+  1,=  0,-  0), 100.0 %
Lc0                           :   1 (+  0,=  0,-  1),  0.0 %
Critter_1.6_64bit             :   1 (+  1,=  0,-  0), 100.0 %
Arasanx-64-avx2               :   4 (+  0,=  2,-  2), 25.0 %
Vajolet2_2.8_bmi              :   1 (+  1,=  0,-  0), 100.0 %
Berserk-8.5.1-x64-avx2-pext   :   4 (+  0,=  0,-  4),  0.0 %
Booot6_popcnt                 :   4 (+  1,=  1,-  2), 37.5 %
SugaR AI 2.40 64              :   1 (+  0,=  0,-  1),  0.0 %
Slow64-avx2                   :   4 (+  1,=  1,-  2), 37.5 %
Counter-4.0-windows-amd64     :   1 (+  1,=  0,-  0), 100.0 %
Nemorino_6.00_win64_avx2      :   4 (+  1,=  1,-  2), 37.5 %
Dragon-64bit-avx2             :   1 (+  0,=  1,-  0), 50.0 %
ShashChess20.2-x86-64-avx2    :   2 (+  0,=  0,-  2),  0.0 %
Drofa_3.2.0_popcnt            :   1 (+  1,=  0,-  0), 100.0 %
Weiss-pext                    :   4 (+  2,=  2,-  0), 75.0 %
Ethereal-avx2                 :   4 (+  1,=  2,-  1), 50.0 %
FatFritz2                     :   4 (+  0,=  0,-  4),  0.0 %
Fire_8.11_x64_popc            :   3 (+  1,=  2,-  0), 66.7 %
Koivisto_7.0-x64-windows-avx2 :   4 (+  0,=  1,-  3), 12.5 %
Gull 3 x64 BMI2               :   1 (+  1,=  0,-  0), 100.0 %
Houdini 6.03 Pro x64_popc     :   1 (+  0,=  0,-  1),  0.0 %
Igel-x64_bmi2_avx2_3_0_5      :   3 (+  0,=  0,-  3),  0.0 %
RubiChess-2021_x86-64-bmi2    :   5 (+  1,=  1,-  3), 30.0 %
Dragon-2.6-64bit-avx2         :   3 (+  0,=  0,-  3),  0.0 %
Houdini 6.03 Pro x64_pext     :   2 (+  1,=  1,-  0), 75.0 %
LeelaCUDNN                    :   3 (+  0,=  2,-  1), 33.3 %
RofChade_bmi2                 :   3 (+  2,=  1,-  0), 83.3 %
Seer_v2.4_x64_avx2_popcnt     :   3 (+  1,=  1,-  1), 50.0 %
Wasp520-windows-avx           :   3 (+  1,=  1,-  1), 50.0 %
Houdini_6.0.2_Pro_x64-pext    :   3 (+  1,=  1,-  1), 50.0 %

20 Gull 3 x64 BMI2           : 3181   24 (+  8,=  4,- 12), 41.7 %

Stockfish_14.1_win_x64_avx2   :   1 (+  0,=  0,-  1),  0.0 %
Deep Rybka 4 x64              :   1 (+  1,=  0,-  0), 100.0 %
Robboh6SSE4.2                 :   1 (+  0,=  1,-  0), 50.0 %
Lc0                           :   1 (+  1,=  0,-  0), 100.0 %
Critter_1.6_64bit             :   1 (+  1,=  0,-  0), 100.0 %
Arasanx-64-avx2               :   1 (+  1,=  0,-  0), 100.0 %
Xiphos-0.6-w64-bmi2           :   1 (+  0,=  0,-  1),  0.0 %
Vajolet2_2.8_bmi              :   1 (+  1,=  0,-  0), 100.0 %
Berserk-8.5.1-x64-avx2-pext   :   1 (+  0,=  0,-  1),  0.0 %
Booot6_popcnt                 :   1 (+  0,=  1,-  0), 50.0 %
SugaR AI 2.40 64              :   1 (+  0,=  0,-  1),  0.0 %
Slow64-avx2                   :   1 (+  0,=  0,-  1),  0.0 %
Counter-4.0-windows-amd64     :   1 (+  1,=  0,-  0), 100.0 %
Nemorino_6.00_win64_avx2      :   1 (+  1,=  0,-  0), 100.0 %
Dragon-64bit-avx2             :   1 (+  0,=  0,-  1),  0.0 %
ShashChess20.2-x86-64-avx2    :   1 (+  0,=  0,-  1),  0.0 %
Drofa_3.2.0_popcnt            :   1 (+  1,=  0,-  0), 100.0 %
Weiss-pext                    :   1 (+  0,=  0,-  1),  0.0 %
Ethereal-avx2                 :   1 (+  0,=  0,-  1),  0.0 %
FatFritz2                     :   1 (+  0,=  1,-  0), 50.0 %
Fire_8.11_x64_popc            :   1 (+  0,=  1,-  0), 50.0 %
Koivisto_7.0-x64-windows-avx2 :   1 (+  0,=  0,-  1),  0.0 %
Houdini 6.03 Pro x64_popc     :   1 (+  0,=  0,-  1),  0.0 %
RubiChess-2021_x86-64-bmi2    :   1 (+  0,=  0,-  1),  0.0 %

21 Robboh6SSE4.2             : 3173   62 (+ 40,=  8,- 14), 71.0 %

AnMon 5.75                    :   1 (+  1,=  0,-  0), 100.0 %
Zappa_mexico_x64              :   1 (+  1,=  0,-  0), 100.0 %
WildCat_8                     :   1 (+  1,=  0,-  0), 100.0 %
Bison911                      :   1 (+  1,=  0,-  0), 100.0 %
Booot415                      :   1 (+  1,=  0,-  0), 100.0 %
TogaLegend1.4beta5c_2cpu      :   1 (+  0,=  1,-  0), 50.0 %
Toga313SE_MP-dual_quad        :   1 (+  1,=  0,-  0), 100.0 %
Bright-0.5c-frc               :   1 (+  1,=  0,-  0), 100.0 %
Chiron                        :   1 (+  1,=  0,-  0), 100.0 %
Stockfish-18-64-ja            :   1 (+  1,=  0,-  0), 100.0 %
Stockfish_14.1_win_x64_avx2   :   2 (+  0,=  0,-  2),  0.0 %
Chronos                       :   1 (+  1,=  0,-  0), 100.0 %
Colossus2008b                 :   1 (+  1,=  0,-  0), 100.0 %
Spike 1.4                     :   1 (+  1,=  0,-  0), 100.0 %
Spark-0.4-win64-mp            :   1 (+  1,=  0,-  0), 100.0 %
Crafty-232-64-ja              :   1 (+  1,=  0,-  0), 100.0 %
Critter_0.80_64bit            :   1 (+  1,=  0,-  0), 100.0 %
SOS 5.1 for Arena             :   1 (+  1,=  0,-  0), 100.0 %
Cyclone xTreme                :   1 (+  1,=  0,-  0), 100.0 %
Deep Rybka 4 x64              :   2 (+  1,=  1,-  0), 75.0 %
Ruffian 1.0.5                 :   1 (+  1,=  0,-  0), 100.0 %
DeepJunior11.2.x64            :   1 (+  1,=  0,-  0), 100.0 %
DeepSjeng30_x64               :   1 (+  1,=  0,-  0), 100.0 %
Protector-135-64-ja           :   1 (+  1,=  0,-  0), 100.0 %
Nejmet 3.07                   :   1 (+  1,=  0,-  0), 100.0 %
Dragon 4.6                    :   1 (+  1,=  0,-  0), 100.0 %
EngineDeepShredder11UCI       :   1 (+  1,=  0,-  0), 100.0 %
Naum                          :   1 (+  0,=  1,-  0), 50.0 %
MP-x64-Inert---Thinker        :   1 (+  1,=  0,-  0), 100.0 %
Fire_131_x64_KLO              :   1 (+  1,=  0,-  0), 100.0 %
FireBird_12_w32_new_SMP       :   1 (+  0,=  1,-  0), 50.0 %
Loop 13.6.64.1302             :   1 (+  1,=  0,-  0), 100.0 %
Lc0                           :   2 (+  2,=  0,-  0), 100.0 %
Fruit-2-3-1                   :   1 (+  1,=  0,-  0), 100.0 %
IvanHoe T63D x64              :   1 (+  1,=  0,-  0), 100.0 %
Igorrit_0086v9_x64            :   1 (+  1,=  0,-  0), 100.0 %
Gull 011 x64                  :   1 (+  1,=  0,-  0), 100.0 %
Hermann 2.8 64 bit            :   1 (+  1,=  0,-  0), 100.0 %
Critter_1.6_64bit             :   1 (+  0,=  1,-  0), 50.0 %
Arasanx-64-avx2               :   1 (+  1,=  0,-  0), 100.0 %
Xiphos-0.6-w64-bmi2           :   1 (+  0,=  0,-  1),  0.0 %
Vajolet2_2.8_bmi              :   1 (+  1,=  0,-  0), 100.0 %
Berserk-8.5.1-x64-avx2-pext   :   1 (+  0,=  0,-  1),  0.0 %
Booot6_popcnt                 :   1 (+  0,=  1,-  0), 50.0 %
SugaR AI 2.40 64              :   1 (+  1,=  0,-  0), 100.0 %
Slow64-avx2                   :   1 (+  0,=  0,-  1),  0.0 %
Counter-4.0-windows-amd64     :   1 (+  1,=  0,-  0), 100.0 %
Nemorino_6.00_win64_avx2      :   1 (+  0,=  0,-  1),  0.0 %
Dragon-64bit-avx2             :   1 (+  0,=  0,-  1),  0.0 %
ShashChess20.2-x86-64-avx2    :   1 (+  0,=  0,-  1),  0.0 %
Drofa_3.2.0_popcnt            :   1 (+  0,=  1,-  0), 50.0 %
Weiss-pext                    :   1 (+  0,=  0,-  1),  0.0 %
Ethereal-avx2                 :   1 (+  1,=  0,-  0), 100.0 %
FatFritz2                     :   1 (+  0,=  0,-  1),  0.0 %
Fire_8.11_x64_popc            :   1 (+  0,=  0,-  1),  0.0 %
Koivisto_7.0-x64-windows-avx2 :   1 (+  0,=  0,-  1),  0.0 %
Gull 3 x64 BMI2               :   1 (+  0,=  1,-  0), 50.0 %
Houdini 6.03 Pro x64_popc     :   1 (+  0,=  0,-  1),  0.0 %
RubiChess-2021_x86-64-bmi2    :   1 (+  0,=  0,-  1),  0.0 %

22 FireBird_12_w32_new_SMP   : 3155   37 (+ 28,=  5,-  4), 82.4 %

AnMon 5.75                    :   1 (+  1,=  0,-  0), 100.0 %
Zappa_mexico_x64              :   1 (+  1,=  0,-  0), 100.0 %
WildCat_8                     :   1 (+  1,=  0,-  0), 100.0 %
Bison911                      :   1 (+  1,=  0,-  0), 100.0 %
Booot415                      :   1 (+  1,=  0,-  0), 100.0 %
TogaLegend1.4beta5c_2cpu      :   1 (+  0,=  1,-  0), 50.0 %
Toga313SE_MP-dual_quad        :   1 (+  1,=  0,-  0), 100.0 %
Bright-0.5c-frc               :   1 (+  1,=  0,-  0), 100.0 %
Chiron                        :   1 (+  1,=  0,-  0), 100.0 %
Stockfish-18-64-ja            :   1 (+  0,=  1,-  0), 50.0 %
Stockfish_14.1_win_x64_avx2   :   1 (+  0,=  0,-  1),  0.0 %
Chronos                       :   1 (+  1,=  0,-  0), 100.0 %
Colossus2008b                 :   1 (+  1,=  0,-  0), 100.0 %
Spike 1.4                     :   1 (+  1,=  0,-  0), 100.0 %
Spark-0.4-win64-mp            :   1 (+  1,=  0,-  0), 100.0 %
Crafty-232-64-ja              :   1 (+  1,=  0,-  0), 100.0 %
Critter_0.80_64bit            :   1 (+  1,=  0,-  0), 100.0 %
SOS 5.1 for Arena             :   1 (+  1,=  0,-  0), 100.0 %
Cyclone xTreme                :   1 (+  1,=  0,-  0), 100.0 %
Deep Rybka 4 x64              :   1 (+  1,=  0,-  0), 100.0 %
Ruffian 1.0.5                 :   1 (+  1,=  0,-  0), 100.0 %
Robboh6SSE4.2                 :   1 (+  0,=  1,-  0), 50.0 %
DeepSjeng30_x64               :   1 (+  1,=  0,-  0), 100.0 %
Protector-135-64-ja           :   1 (+  1,=  0,-  0), 100.0 %
Nejmet 3.07                   :   1 (+  1,=  0,-  0), 100.0 %
Dragon 4.6                    :   1 (+  1,=  0,-  0), 100.0 %
EngineDeepShredder11UCI       :   1 (+  1,=  0,-  0), 100.0 %
Naum                          :   1 (+  1,=  0,-  0), 100.0 %
MP-x64-Inert---Thinker        :   1 (+  0,=  0,-  1),  0.0 %
Fire_131_x64_KLO              :   1 (+  0,=  1,-  0), 50.0 %
Loop 13.6.64.1302             :   1 (+  1,=  0,-  0), 100.0 %
Lc0                           :   1 (+  0,=  0,-  1),  0.0 %
Fruit-2-3-1                   :   1 (+  1,=  0,-  0), 100.0 %
IvanHoe T63D x64              :   1 (+  1,=  0,-  0), 100.0 %
Igorrit_0086v9_x64            :   1 (+  0,=  1,-  0), 50.0 %
Gull 011 x64                  :   1 (+  0,=  0,-  1),  0.0 %
Hermann 2.8 64 bit            :   1 (+  1,=  0,-  0), 100.0 %

23 Booot6_popcnt             : 3140   87 (+ 16,= 27,- 44), 33.9 %

Stockfish_14.1_win_x64_avx2   :   4 (+  0,=  1,-  3), 12.5 %
Deep Rybka 4 x64              :   1 (+  1,=  0,-  0), 100.0 %
Robboh6SSE4.2                 :   1 (+  0,=  1,-  0), 50.0 %
Lc0                           :   1 (+  1,=  0,-  0), 100.0 %
Critter_1.6_64bit             :   1 (+  1,=  0,-  0), 100.0 %
Arasanx-64-avx2               :   4 (+  1,=  1,-  2), 37.5 %
Xiphos-0.6-w64-bmi2           :   4 (+  2,=  1,-  1), 62.5 %
Vajolet2_2.8_bmi              :   1 (+  0,=  1,-  0), 50.0 %
Berserk-8.5.1-x64-avx2-pext   :   4 (+  0,=  1,-  3), 12.5 %
SugaR AI 2.40 64              :   2 (+  0,=  0,-  2),  0.0 %
Slow64-avx2                   :   4 (+  0,=  1,-  3), 12.5 %
Counter-4.0-windows-amd64     :   1 (+  0,=  1,-  0), 50.0 %
Nemorino_6.00_win64_avx2      :   4 (+  2,=  0,-  2), 50.0 %
Dragon-64bit-avx2             :   1 (+  0,=  0,-  1),  0.0 %
ShashChess20.2-x86-64-avx2    :   1 (+  0,=  0,-  1),  0.0 %
Drofa_3.2.0_popcnt            :   1 (+  1,=  0,-  0), 100.0 %
Weiss-pext                    :   4 (+  0,=  3,-  1), 37.5 %
Ethereal-avx2                 :   4 (+  1,=  0,-  3), 25.0 %
FatFritz2                     :   4 (+  0,=  1,-  3), 12.5 %
